title,authors,journal,doi,pub_date,times_cited,abstract
"Threatened fishes of the world: Barbus andrewi Barnard, 1937 (Cyprinidae)","['Impson, D']",ENVIRONMENTAL BIOLOGY OF FISHES,10.1023/A:1011003302701,2001,0,NA
