Species,Class,Student,Years,Status,Change,
Cephalophus spadix,Mammals,Christina,1998,VU,NA,
Cephalophus spadix,Mammals,Christina,1999,VU,NA,
Cephalophus spadix,Mammals,Christina,2000,VU,NA,
Cephalophus spadix,Mammals,Christina,2001,VU,NA,
Cephalophus spadix,Mammals,Christina,2002,VU,NA,
Cephalophus spadix,Mammals,Christina,2003,VU,NA,
Cephalophus spadix,Mammals,Christina,2004,VU,NA,
Cephalophus spadix,Mammals,Christina,2005,VU,NA,
Cephalophus spadix,Mammals,Christina,2006,VU,G,
Cephalophus spadix,Mammals,Christina,2007,EN,G,
Cephalophus spadix,Mammals,Christina,2008,EN,NA,
Cephalophus spadix,Mammals,Christina,2009,EN,NA,
Cephalophus spadix,Mammals,Christina,2010,EN,NA,
Cephalophus spadix,Mammals,Christina,2011,EN,NA,
Cephalophus spadix,Mammals,Christina,2012,EN,NA,
Cephalophus spadix,Mammals,Christina,2013,EN,NA,
Cephalophus spadix,Mammals,Christina,2014,EN,NA,
Cephalophus spadix,Mammals,Christina,2015,EN,NA,
Cephalophus spadix,Mammals,Anita,1998,VU,NA,
Cephalophus spadix,Mammals,Anita,1999,VU,NA,
Cephalophus spadix,Mammals,Anita,2000,VU,NA,
Cephalophus spadix,Mammals,Anita,2001,VU,NA,
Cephalophus spadix,Mammals,Anita,2002,VU,NA,
Cephalophus spadix,Mammals,Anita,2003,VU,NA,
Cephalophus spadix,Mammals,Anita,2004,VU,NA,
Cephalophus spadix,Mammals,Anita,2005,VU,NA,
Cephalophus spadix,Mammals,Anita,2006,VU,NA,
Cephalophus spadix,Mammals,Anita,2007,EN,G,
Cephalophus spadix,Mammals,Anita,2008,EN,NA,
Cephalophus spadix,Mammals,Anita,2009,EN,NA,
Cephalophus spadix,Mammals,Anita,2010,EN,NA,
Cephalophus spadix,Mammals,Anita,2011,EN,NA,
Cephalophus spadix,Mammals,Anita,2012,EN,NA,
Cephalophus spadix,Mammals,Anita,2013,EN,NA,
Cephalophus spadix,Mammals,Anita,2014,EN,NA,
Cephalophus spadix,Mammals,Anita,2015,EN,NA,
Gazella spekei,Mammals,Christina,1998,VU,NA,
Gazella spekei,Mammals,Christina,1999,VU,NA,
Gazella spekei,Mammals,Christina,2000,VU,NA,
Gazella spekei,Mammals,Christina,2001,VU,NA,
Gazella spekei,Mammals,Christina,2002,VU,NA,
Gazella spekei,Mammals,Christina,2003,VU,NA,
Gazella spekei,Mammals,Christina,2004,VU,NA,
Gazella spekei,Mammals,Christina,2005,VU,NA,
Gazella spekei,Mammals,Christina,2006,VU,NA,
Gazella spekei,Mammals,Christina,2007,EN,G,
Gazella spekei,Mammals,Christina,2008,EN,NA,
Gazella spekei,Mammals,Christina,2009,EN,NA,
Gazella spekei,Mammals,Christina,2010,EN,NA,
Gazella spekei,Mammals,Christina,2011,EN,NA,
Gazella spekei,Mammals,Christina,2012,EN,NA,
Gazella spekei,Mammals,Christina,2013,EN,NA,
Gazella spekei,Mammals,Christina,2014,EN,NA,
Gazella spekei,Mammals,Christina,2015,EN,NA,
Gazella spekei,Mammals,Anita,1998,VU,NA,
Gazella spekei,Mammals,Anita,1999,VU,NA,
Gazella spekei,Mammals,Anita,2000,VU,NA,
Gazella spekei,Mammals,Anita,2001,VU,NA,
Gazella spekei,Mammals,Anita,2002,VU,NA,
Gazella spekei,Mammals,Anita,2003,VU,NA,
Gazella spekei,Mammals,Anita,2004,VU,NA,
Gazella spekei,Mammals,Anita,2005,VU,NA,
Gazella spekei,Mammals,Anita,2006,VU,NA,
Gazella spekei,Mammals,Anita,2007,EN,G,
Gazella spekei,Mammals,Anita,2008,EN,NA,
Gazella spekei,Mammals,Anita,2009,EN,NA,
Gazella spekei,Mammals,Anita,2010,EN,NA,
Gazella spekei,Mammals,Anita,2011,EN,NA,
Gazella spekei,Mammals,Anita,2012,EN,NA,
Gazella spekei,Mammals,Anita,2013,EN,NA,
Gazella spekei,Mammals,Anita,2014,EN,NA,
Gazella spekei,Mammals,Anita,2015,EN,NA,
Gorilla gorilla,Mammals,Christina,1998,EN,NA,
Gorilla gorilla,Mammals,Christina,1999,EN,NA,
Gorilla gorilla,Mammals,Christina,2000,EN,NA,
Gorilla gorilla,Mammals,Christina,2001,EN,NA,
Gorilla gorilla,Mammals,Christina,2002,EN,NA,
Gorilla gorilla,Mammals,Christina,2003,EN,NA,
Gorilla gorilla,Mammals,Christina,2004,EN,NA,
Gorilla gorilla,Mammals,Christina,2005,EN,NA,
Gorilla gorilla,Mammals,Christina,2006,EN,NA,
Gorilla gorilla,Mammals,Christina,2007,CR,G,
Gorilla gorilla,Mammals,Christina,2008,CR,NA,
Gorilla gorilla,Mammals,Christina,2009,CR,NA,
Gorilla gorilla,Mammals,Christina,2010,CR,NA,
Gorilla gorilla,Mammals,Christina,2011,CR,NA,
Gorilla gorilla,Mammals,Christina,2012,CR,NA,
Gorilla gorilla,Mammals,Christina,2013,CR,NA,
Gorilla gorilla,Mammals,Christina,2014,CR,NA,
Gorilla gorilla,Mammals,Christina,2015,CR,NA,
Gorilla gorilla,Mammals,Anita,1998,EN,NA,
Gorilla gorilla,Mammals,Anita,1999,EN,NA,
Gorilla gorilla,Mammals,Anita,2000,EN,NA,
Gorilla gorilla,Mammals,Anita,2001,EN,NA,
Gorilla gorilla,Mammals,Anita,2002,EN,NA,
Gorilla gorilla,Mammals,Anita,2003,EN,NA,
Gorilla gorilla,Mammals,Anita,2004,EN,NA,
Gorilla gorilla,Mammals,Anita,2005,EN,NA,
Gorilla gorilla,Mammals,Anita,2006,EN,NA,
Gorilla gorilla,Mammals,Anita,2007,CR,G,
Gorilla gorilla,Mammals,Anita,2008,CR,NA,
Gorilla gorilla,Mammals,Anita,2009,CR,NA,
Gorilla gorilla,Mammals,Anita,2010,CR,NA,
Gorilla gorilla,Mammals,Anita,2011,CR,NA,
Gorilla gorilla,Mammals,Anita,2012,CR,NA,
Gorilla gorilla,Mammals,Anita,2013,CR,NA,
Gorilla gorilla,Mammals,Anita,2014,CR,NA,
Gorilla gorilla,Mammals,Anita,2015,CR,NA,
Lipotes vexillifer,Mammals,Christina,1998,CR,NA,
Lipotes vexillifer,Mammals,Christina,1999,CR,NA,
Lipotes vexillifer,Mammals,Christina,2000,CR,NA,
Lipotes vexillifer,Mammals,Christina,2001,CR,NA,
Lipotes vexillifer,Mammals,Christina,2002,CR,NA,
Lipotes vexillifer,Mammals,Christina,2003,CR,NA,
Lipotes vexillifer,Mammals,Christina,2004,CR,NA,
Lipotes vexillifer,Mammals,Christina,2005,CR,NA,
Lipotes vexillifer,Mammals,Christina,2006,CR,NA,
Lipotes vexillifer,Mammals,Christina,2007,CR,G,
Lipotes vexillifer,Mammals,Christina,2008,CR,NA,
Lipotes vexillifer,Mammals,Christina,2009,CR,NA,
Lipotes vexillifer,Mammals,Christina,2010,CR,NA,
Lipotes vexillifer,Mammals,Christina,2011,CR,NA,
Lipotes vexillifer,Mammals,Christina,2012,CR,NA,
Lipotes vexillifer,Mammals,Christina,2013,CR,NA,
Lipotes vexillifer,Mammals,Christina,2014,CR,NA,
Lipotes vexillifer,Mammals,Christina,2015,CR,NA,
Lipotes vexillifer,Mammals,Anita,1998,CR,NA,
Lipotes vexillifer,Mammals,Anita,1999,CR,NA,
Lipotes vexillifer,Mammals,Anita,2000,CR,NA,
Lipotes vexillifer,Mammals,Anita,2001,CR,NA,
Lipotes vexillifer,Mammals,Anita,2002,CR,NA,
Lipotes vexillifer,Mammals,Anita,2003,CR,NA,
Lipotes vexillifer,Mammals,Anita,2004,CR,NA,
Lipotes vexillifer,Mammals,Anita,2005,CR,NA,
Lipotes vexillifer,Mammals,Anita,2006,CR,NA,
Lipotes vexillifer,Mammals,Anita,2007,CR,G,
Lipotes vexillifer,Mammals,Anita,2008,CR,NA,
Lipotes vexillifer,Mammals,Anita,2009,CR,NA,
Lipotes vexillifer,Mammals,Anita,2010,CR,NA,
Lipotes vexillifer,Mammals,Anita,2011,CR,NA,
Lipotes vexillifer,Mammals,Anita,2012,CR,NA,
Lipotes vexillifer,Mammals,Anita,2013,CR,NA,
Lipotes vexillifer,Mammals,Anita,2014,CR,NA,
Lipotes vexillifer,Mammals,Anita,2015,CR,NA,
Mazama chunyi,Mammals,Christina,1998,DD,NA,
Mazama chunyi,Mammals,Christina,1999,DD,NA,
Mazama chunyi,Mammals,Christina,2000,DD,NA,
Mazama chunyi,Mammals,Christina,2001,DD,NA,
Mazama chunyi,Mammals,Christina,2002,DD,NA,
Mazama chunyi,Mammals,Christina,2003,DD,NA,
Mazama chunyi,Mammals,Christina,2004,DD,NA,
Mazama chunyi,Mammals,Christina,2005,DD,NA,
Mazama chunyi,Mammals,Christina,2006,DD,NA,
Mazama chunyi,Mammals,Christina,2007,VU,NG,
Mazama chunyi,Mammals,Christina,2008,VU,NA,
Mazama chunyi,Mammals,Christina,2009,VU,NA,
Mazama chunyi,Mammals,Christina,2010,VU,NA,
Mazama chunyi,Mammals,Christina,2011,VU,NA,
Mazama chunyi,Mammals,Christina,2012,VU,NA,
Mazama chunyi,Mammals,Christina,2013,VU,NA,
Mazama chunyi,Mammals,Christina,2014,VU,NA,
Mazama chunyi,Mammals,Christina,2015,VU,NA,
Mazama chunyi,Mammals,Anita,1998,DD,NA,
Mazama chunyi,Mammals,Anita,1999,DD,NA,
Mazama chunyi,Mammals,Anita,2000,DD,NA,
Mazama chunyi,Mammals,Anita,2001,DD,NA,
Mazama chunyi,Mammals,Anita,2002,DD,NA,
Mazama chunyi,Mammals,Anita,2003,DD,NA,
Mazama chunyi,Mammals,Anita,2004,DD,NA,
Mazama chunyi,Mammals,Anita,2005,DD,NA,
Mazama chunyi,Mammals,Anita,2006,DD,NA,
Mazama chunyi,Mammals,Anita,2007,VU,G,
Mazama chunyi,Mammals,Anita,2008,VU,NA,
Mazama chunyi,Mammals,Anita,2009,VU,NA,
Mazama chunyi,Mammals,Anita,2010,VU,NA,
Mazama chunyi,Mammals,Anita,2011,VU,NA,
Mazama chunyi,Mammals,Anita,2012,VU,NA,
Mazama chunyi,Mammals,Anita,2013,VU,NA,
Mazama chunyi,Mammals,Anita,2014,VU,NA,
Mazama chunyi,Mammals,Anita,2015,VU,NA,
Procapra picticaudata,Mammals,Christina,1998,LC,NA,
Procapra picticaudata,Mammals,Christina,1999,LC,NA,
Procapra picticaudata,Mammals,Christina,2000,LC,NA,
Procapra picticaudata,Mammals,Christina,2001,LC,NA,
Procapra picticaudata,Mammals,Christina,2002,LC,NA,
Procapra picticaudata,Mammals,Christina,2003,LC,NA,
Procapra picticaudata,Mammals,Christina,2004,LC,NA,
Procapra picticaudata,Mammals,Christina,2005,LC,NA,
Procapra picticaudata,Mammals,Christina,2006,LC,NA,
Procapra picticaudata,Mammals,Christina,2007,NT,G,
Procapra picticaudata,Mammals,Christina,2008,NT,NA,
Procapra picticaudata,Mammals,Christina,2009,NT,NA,
Procapra picticaudata,Mammals,Christina,2010,NT,NA,
Procapra picticaudata,Mammals,Christina,2011,NT,NA,
Procapra picticaudata,Mammals,Christina,2012,NT,NA,
Procapra picticaudata,Mammals,Christina,2013,NT,NA,
Procapra picticaudata,Mammals,Christina,2014,NT,NA,
Procapra picticaudata,Mammals,Christina,2015,NT,NT,
Procapra picticaudata,Mammals,Anita,1998,LC,NA,
Procapra picticaudata,Mammals,Anita,1999,LC,NA,
Procapra picticaudata,Mammals,Anita,2000,LC,NA,
Procapra picticaudata,Mammals,Anita,2001,LC,NA,
Procapra picticaudata,Mammals,Anita,2002,LC,NA,
Procapra picticaudata,Mammals,Anita,2003,LC,NA,
Procapra picticaudata,Mammals,Anita,2004,LC,NA,
Procapra picticaudata,Mammals,Anita,2005,LC,NA,
Procapra picticaudata,Mammals,Anita,2006,LC,NA,
Procapra picticaudata,Mammals,Anita,2007,NT,G,
Procapra picticaudata,Mammals,Anita,2008,NT,NA,
Procapra picticaudata,Mammals,Anita,2009,NT,NA,
Procapra picticaudata,Mammals,Anita,2010,NT,NA,
Procapra picticaudata,Mammals,Anita,2011,NT,NA,
Procapra picticaudata,Mammals,Anita,2012,NT,NA,
Procapra picticaudata,Mammals,Anita,2013,NT,NA,
Procapra picticaudata,Mammals,Anita,2014,NT,NA,
Procapra picticaudata,Mammals,Anita,2015,NT,NA,
Ardea insignis,Birds,Christina,1998,EN,NA,
Ardea insignis,Birds,Christina,1999,EN,NA,
Ardea insignis,Birds,Christina,2000,EN,NA,
Ardea insignis,Birds,Christina,2001,EN,NA,
Ardea insignis,Birds,Christina,2002,EN,NA,
Ardea insignis,Birds,Christina,2003,EN,NA,
Ardea insignis,Birds,Christina,2004,EN,NA,
Ardea insignis,Birds,Christina,2005,EN,NA,
Ardea insignis,Birds,Christina,2006,EN,NA,
Ardea insignis,Birds,Christina,2007,CR,NG,
Ardea insignis,Birds,Christina,2008,CR,NA,
Ardea insignis,Birds,Christina,2009,CR,NA,
Ardea insignis,Birds,Christina,2010,CR,NA,
Ardea insignis,Birds,Christina,2011,CR,NA,
Ardea insignis,Birds,Christina,2012,CR,NA,
Ardea insignis,Birds,Christina,2013,CR,NA,
Ardea insignis,Birds,Christina,2014,CR,NA,
Ardea insignis,Birds,Christina,2015,CR,NA,
Ardea insignis,Birds,Anita,1998,EN,NA,
Ardea insignis,Birds,Anita,1999,EN,NA,
Ardea insignis,Birds,Anita,2000,EN,NA,
Ardea insignis,Birds,Anita,2001,EN,NA,
Ardea insignis,Birds,Anita,2002,EN,NA,
Ardea insignis,Birds,Anita,2003,EN,NA,
Ardea insignis,Birds,Anita,2004,EN,NA,
Ardea insignis,Birds,Anita,2005,EN,NA,
Ardea insignis,Birds,Anita,2006,EN,NA,
Ardea insignis,Birds,Anita,2007,CR,N,
Ardea insignis,Birds,Anita,2008,CR,NA,
Ardea insignis,Birds,Anita,2009,CR,NA,
Ardea insignis,Birds,Anita,2010,CR,NA,
Ardea insignis,Birds,Anita,2011,CR,NA,
Ardea insignis,Birds,Anita,2012,CR,NA,
Ardea insignis,Birds,Anita,2013,CR,NA,
Ardea insignis,Birds,Anita,2014,CR,NA,
Ardea insignis,Birds,Anita,2015,CR,NA,
Aythya innotata,Birds,Christina,1998,CR,NA,
Aythya innotata,Birds,Christina,1999,CR,NA,
Aythya innotata,Birds,Christina,2000,CR,NA,
Aythya innotata,Birds,Christina,2001,CR,NA,
Aythya innotata,Birds,Christina,2002,CR,NA,
Aythya innotata,Birds,Christina,2003,CR,NA,
Aythya innotata,Birds,Christina,2004,CR,NA,
Aythya innotata,Birds,Christina,2005,CR,NA,
Aythya innotata,Birds,Christina,2006,CR,NA,
Aythya innotata,Birds,Christina,2007,CR,NG,
Aythya innotata,Birds,Christina,2008,CR,NA,
Aythya innotata,Birds,Christina,2009,CR,NA,
Aythya innotata,Birds,Christina,2010,CR,NA,
Aythya innotata,Birds,Christina,2011,CR,NA,
Aythya innotata,Birds,Christina,2012,CR,NA,
Aythya innotata,Birds,Christina,2013,CR,NA,
Aythya innotata,Birds,Christina,2014,CR,NA,
Aythya innotata,Birds,Christina,2015,CR,NA,
Aythya innotata,Birds,Anita,1998,CR,NA,
Aythya innotata,Birds,Anita,1999,CR,NA,
Aythya innotata,Birds,Anita,2000,CR,NA,
Aythya innotata,Birds,Anita,2001,CR,NA,
Aythya innotata,Birds,Anita,2002,CR,NA,
Aythya innotata,Birds,Anita,2003,CR,NA,
Aythya innotata,Birds,Anita,2004,CR,NA,
Aythya innotata,Birds,Anita,2005,CR,NA,
Aythya innotata,Birds,Anita,2006,CR,NA,
Aythya innotata,Birds,Anita,2007,CR,N,
Aythya innotata,Birds,Anita,2008,CR,NA,
Aythya innotata,Birds,Anita,2009,CR,NA,
Aythya innotata,Birds,Anita,2010,CR,NA,
Aythya innotata,Birds,Anita,2011,CR,NA,
Aythya innotata,Birds,Anita,2012,CR,NA,
Aythya innotata,Birds,Anita,2013,CR,NA,
Aythya innotata,Birds,Anita,2014,CR,NA,
Aythya innotata,Birds,Anita,2015,CR,NA,
Brachypteryx hyperythra,Birds,Christina,1998,VU,NA,
Brachypteryx hyperythra,Birds,Christina,1999,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2000,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2001,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2002,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2003,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2004,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2005,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2006,VU,NA,
Brachypteryx hyperythra,Birds,Christina,2007,NT,NG,
Brachypteryx hyperythra,Birds,Christina,2008,NT,NA,
Brachypteryx hyperythra,Birds,Christina,2009,NT,NA,
Brachypteryx hyperythra,Birds,Christina,2010,NT,NA,
Brachypteryx hyperythra,Birds,Christina,2011,NT,NA,
Brachypteryx hyperythra,Birds,Christina,2012,NT,NA,
Brachypteryx hyperythra,Birds,Christina,2013,NT,NA,
Brachypteryx hyperythra,Birds,Christina,2014,NT,NA,
Brachypteryx hyperythra,Birds,Christina,2015,NT,NA,
Brachypteryx hyperythra,Birds,Anita,1998,VU,NA,
Brachypteryx hyperythra,Birds,Anita,1999,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2000,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2001,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2002,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2003,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2004,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2005,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2006,VU,NA,
Brachypteryx hyperythra,Birds,Anita,2007,NT,N,
Brachypteryx hyperythra,Birds,Anita,2008,NT,NA,
Brachypteryx hyperythra,Birds,Anita,2009,NT,NA,
Brachypteryx hyperythra,Birds,Anita,2010,NT,NA,
Brachypteryx hyperythra,Birds,Anita,2011,NT,NA,
Brachypteryx hyperythra,Birds,Anita,2012,NT,NA,
Brachypteryx hyperythra,Birds,Anita,2013,NT,NA,
Brachypteryx hyperythra,Birds,Anita,2014,NT,NA,
Brachypteryx hyperythra,Birds,Anita,2015,NT,NA,
Branta ruficollis,Birds,Christina,1998,VU,NA,
Branta ruficollis,Birds,Christina,1999,VU,NA,
Branta ruficollis,Birds,Christina,2000,VU,NA,
Branta ruficollis,Birds,Christina,2001,VU,NA,
Branta ruficollis,Birds,Christina,2002,VU,NA,
Branta ruficollis,Birds,Christina,2003,VU,NA,
Branta ruficollis,Birds,Christina,2004,VU,NA,
Branta ruficollis,Birds,Christina,2005,VU,NA,
Branta ruficollis,Birds,Christina,2006,VU,NA,
Branta ruficollis,Birds,Christina,2007,EN,G,
Branta ruficollis,Birds,Christina,2008,EN,NA,
Branta ruficollis,Birds,Christina,2009,EN,NA,
Branta ruficollis,Birds,Christina,2010,EN,NA,
Branta ruficollis,Birds,Christina,2011,EN,NA,
Branta ruficollis,Birds,Christina,2012,EN,NA,
Branta ruficollis,Birds,Christina,2013,EN,NA,
Branta ruficollis,Birds,Christina,2014,EN,NA,
Branta ruficollis,Birds,Christina,2015,EN,NA,
Branta ruficollis,Birds,Anita,1998,VU,NA,
Branta ruficollis,Birds,Anita,1999,VU,NA,
Branta ruficollis,Birds,Anita,2000,VU,NA,
Branta ruficollis,Birds,Anita,2001,VU,NA,
Branta ruficollis,Birds,Anita,2002,VU,NA,
Branta ruficollis,Birds,Anita,2003,VU,NA,
Branta ruficollis,Birds,Anita,2004,VU,NA,
Branta ruficollis,Birds,Anita,2005,VU,NA,
Branta ruficollis,Birds,Anita,2006,VU,NA,
Branta ruficollis,Birds,Anita,2007,EN,G,
Branta ruficollis,Birds,Anita,2008,EN,NA,
Branta ruficollis,Birds,Anita,2009,EN,NA,
Branta ruficollis,Birds,Anita,2010,EN,NA,
Branta ruficollis,Birds,Anita,2011,EN,NA,
Branta ruficollis,Birds,Anita,2012,EN,NA,
Branta ruficollis,Birds,Anita,2013,EN,NA,
Branta ruficollis,Birds,Anita,2014,EN,NA,
Branta ruficollis,Birds,Anita,2015,EN,NA,
Charadrius pallidus,Birds,Christina,1998,LR/lc,NA,
Charadrius pallidus,Birds,Christina,1999,LR/lc,NA,
Charadrius pallidus,Birds,Christina,2000,LR/lc,NA,
Charadrius pallidus,Birds,Christina,2001,LC,NA,
Charadrius pallidus,Birds,Christina,2002,LC,NA,
Charadrius pallidus,Birds,Christina,2003,LC,NA,
Charadrius pallidus,Birds,Christina,2004,LC,NA,
Charadrius pallidus,Birds,Christina,2005,LC,NA,
Charadrius pallidus,Birds,Christina,2006,LC,NA,
Charadrius pallidus,Birds,Christina,2007,NT,NG,
Charadrius pallidus,Birds,Christina,2008,NT,NA,
Charadrius pallidus,Birds,Christina,2009,NT,NA,
Charadrius pallidus,Birds,Christina,2010,NT,NA,
Charadrius pallidus,Birds,Christina,2011,NT,NA,
Charadrius pallidus,Birds,Christina,2012,NT,NA,
Charadrius pallidus,Birds,Christina,2013,NT,NA,
Charadrius pallidus,Birds,Christina,2014,NT,NA,
Charadrius pallidus,Birds,Christina,2015,NT,NA,
Charadrius pallidus,Birds,Anita,1998,LR/lc,NA,
Charadrius pallidus,Birds,Anita,1999,LR/lc,NA,
Charadrius pallidus,Birds,Anita,2000,LR/lc,NA,
Charadrius pallidus,Birds,Anita,2001,LR/lc,NA,
Charadrius pallidus,Birds,Anita,2002,LR/lc,NA,
Charadrius pallidus,Birds,Anita,2003,LR/lc,NA,
Charadrius pallidus,Birds,Anita,2004,LC,NA,
Charadrius pallidus,Birds,Anita,2005,LC,NA,
Charadrius pallidus,Birds,Anita,2006,LC,NA,
Charadrius pallidus,Birds,Anita,2007,NT,N,
Charadrius pallidus,Birds,Anita,2008,NT,NA,
Charadrius pallidus,Birds,Anita,2009,NT,NA,
Charadrius pallidus,Birds,Anita,2010,NT,NA,
Charadrius pallidus,Birds,Anita,2011,NT,NA,
Charadrius pallidus,Birds,Anita,2012,NT,NA,
Charadrius pallidus,Birds,Anita,2013,NT,NA,
Charadrius pallidus,Birds,Anita,2014,NT,NA,
Charadrius pallidus,Birds,Anita,2015,NT,NA,
Charadrius sanctaehelenae,Birds,Christina,1998,EN,NA,
Charadrius sanctaehelenae,Birds,Christina,1999,EN,NA,
Charadrius sanctaehelenae,Birds,Christina,2000,EN,NA,
Charadrius sanctaehelenae,Birds,Christina,2001,EN,NA,
Charadrius sanctaehelenae,Birds,Christina,2002,EN,NA,
Charadrius sanctaehelenae,Birds,Christina,2003,EN,NA,
Charadrius sanctaehelenae,Birds,Christina,2004,VU,NA,
Charadrius sanctaehelenae,Birds,Christina,2005,VU,NA,
Charadrius sanctaehelenae,Birds,Christina,2006,VU,NA,
Charadrius sanctaehelenae,Birds,Christina,2007,CR,G,
Charadrius sanctaehelenae,Birds,Christina,2008,CR,NA,
Charadrius sanctaehelenae,Birds,Christina,2009,CR,NA,
Charadrius sanctaehelenae,Birds,Christina,2010,CR,NA,
Charadrius sanctaehelenae,Birds,Christina,2011,CR,NA,
Charadrius sanctaehelenae,Birds,Christina,2012,CR,NA,
Charadrius sanctaehelenae,Birds,Christina,2013,CR,NA,
Charadrius sanctaehelenae,Birds,Christina,2014,CR,NA,
Charadrius sanctaehelenae,Birds,Christina,2015,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,1998,EN,NA,
Charadrius sanctaehelenae,Birds,Anita,1999,EN,NA,
Charadrius sanctaehelenae,Birds,Anita,2000,EN,NA,
Charadrius sanctaehelenae,Birds,Anita,2001,EN,NA,
Charadrius sanctaehelenae,Birds,Anita,2002,EN,NA,
Charadrius sanctaehelenae,Birds,Anita,2003,EN,NA,
Charadrius sanctaehelenae,Birds,Anita,2004,VU,NA,
Charadrius sanctaehelenae,Birds,Anita,2005,VU,NA,
Charadrius sanctaehelenae,Birds,Anita,2006,VU,NA,
Charadrius sanctaehelenae,Birds,Anita,2007,CR,G,
Charadrius sanctaehelenae,Birds,Anita,2008,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,2009,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,2010,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,2011,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,2012,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,2013,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,2014,CR,NA,
Charadrius sanctaehelenae,Birds,Anita,2015,CR,NA,
Chthonicola sagittatus,Birds,Christina,1998,LR/lc,NA,
Chthonicola sagittatus,Birds,Christina,1999,LR/lc,NA,
Chthonicola sagittatus,Birds,Christina,2000,LR/nt,NA,
Chthonicola sagittatus,Birds,Christina,2001,NT,NA,
Chthonicola sagittatus,Birds,Christina,2002,NT,NA,
Chthonicola sagittatus,Birds,Christina,2003,NT,NA,
Chthonicola sagittatus,Birds,Christina,2004,NT,NA,
Chthonicola sagittatus,Birds,Christina,2005,NT,NA,
Chthonicola sagittatus,Birds,Christina,2006,NT,NA,
Chthonicola sagittatus,Birds,Christina,2007,LC,NG,
Chthonicola sagittatus,Birds,Christina,2008,LC,NA,
Chthonicola sagittatus,Birds,Christina,2009,LC,NA,
Chthonicola sagittatus,Birds,Christina,2010,LC,NA,
Chthonicola sagittatus,Birds,Christina,2011,LC,NA,
Chthonicola sagittatus,Birds,Christina,2012,LC,NA,
Chthonicola sagittatus,Birds,Christina,2013,LC,NA,
Chthonicola sagittatus,Birds,Christina,2014,LC,NA,
Chthonicola sagittatus,Birds,Christina,2015,LC,NA,
Chthonicola sagittatus,Birds,Anita,1998,LR/lc,NA,
Chthonicola sagittatus,Birds,Anita,1999,LR/lc,NA,
Chthonicola sagittatus,Birds,Anita,2000,LR/nt,NA,
Chthonicola sagittatus,Birds,Anita,2001,LR/nt,NA,
Chthonicola sagittatus,Birds,Anita,2002,LR/nt,NA,
Chthonicola sagittatus,Birds,Anita,2003,LR/nt,NA,
Chthonicola sagittatus,Birds,Anita,2004,NT,NA,
Chthonicola sagittatus,Birds,Anita,2005,NT,NA,
Chthonicola sagittatus,Birds,Anita,2006,NT,NA,
Chthonicola sagittatus,Birds,Anita,2007,LC,N,
Chthonicola sagittatus,Birds,Anita,2008,LC,NA,
Chthonicola sagittatus,Birds,Anita,2009,LC,NA,
Chthonicola sagittatus,Birds,Anita,2010,LC,NA,
Chthonicola sagittatus,Birds,Anita,2011,LC,NA,
Chthonicola sagittatus,Birds,Anita,2012,LC,NA,
Chthonicola sagittatus,Birds,Anita,2013,LC,NA,
Chthonicola sagittatus,Birds,Anita,2014,LC,NA,
Chthonicola sagittatus,Birds,Anita,2015,LC,NA,
Cinclodes pabsti,Birds,Christina,1998,LR/lc,NA,
Cinclodes pabsti,Birds,Christina,1999,LR/lc,NA,
Cinclodes pabsti,Birds,Christina,2000,LR/lc,NA,
Cinclodes pabsti,Birds,Christina,2001,LC,NA,
Cinclodes pabsti,Birds,Christina,2002,LC,NA,
Cinclodes pabsti,Birds,Christina,2003,LC,NA,
Cinclodes pabsti,Birds,Christina,2004,LC,NA,
Cinclodes pabsti,Birds,Christina,2005,LC,NA,
Cinclodes pabsti,Birds,Christina,2006,LC,NA,
Cinclodes pabsti,Birds,Christina,2007,NT,NG,
Cinclodes pabsti,Birds,Christina,2008,NT,NA,
Cinclodes pabsti,Birds,Christina,2009,NT,NA,
Cinclodes pabsti,Birds,Christina,2010,NT,NA,
Cinclodes pabsti,Birds,Christina,2011,NT,NA,
Cinclodes pabsti,Birds,Christina,2012,NT,NA,
Cinclodes pabsti,Birds,Christina,2013,NT,NA,
Cinclodes pabsti,Birds,Christina,2014,NT,NA,
Cinclodes pabsti,Birds,Christina,2015,NT,NA,
